Touch Screen Laptop,CPU Types,Operating System,Type Name,Laptop Brand,RAM,Pixels per inch (PPI),Predicted Price,flag,username,timestamp
0,Intel Core i7,Windows,Gaming,,16,6,0,,,2024-05-29 01:52:48.293423
